city,state_id,county_name,lat,lng,population
Virgin,UT,Washington,37.1979,-113.2071,734
Miracle Valley,AZ,Cochise,31.3829,-110.1485,734
Briaroaks,TX,Johnson,32.4958,-97.3033,734
Milton,KY,Trimble,38.7113,-85.3734,734
Niantic,IL,Macon,39.8541,-89.1653,734
Lashmeet,WV,Mercer,37.4228,-81.1967,734
Lakeside,CA,Kern,35.2347,-119.0829,734
Cumberland,OK,Marshall,34.0609,-96.5925,733
Russia,OH,Shelby,40.2341,-84.4076,733
Morning Sun,IA,Louisa,41.0941,-91.2506,733
Nelliston,NY,Montgomery,42.9318,-74.6099,732
Cranesville,PA,Erie,41.9040,-80.3418,732
Rohrerstown,PA,Lancaster,40.0529,-76.3600,732
La Moille,IL,Bureau,41.5299,-89.2833,732
Patton Village,CA,Lassen,40.1407,-120.1782,732
Tonica,IL,LaSalle,41.2159,-89.0702,732
Boling,TX,Wharton,29.2584,-95.9436,732
Walker,IA,Linn,42.2874,-91.7810,731
Dugger,IN,Sullivan,39.0704,-87.2590,731
Gray Court,SC,Laurens,34.6079,-82.1143,731
Minatare,NE,Scotts Bluff,41.8111,-103.5017,731
Seligman,AZ,Yavapai,35.3256,-112.8574,731
Frankfort,KS,Marshall,39.7039,-96.4169,731
Lomas,PR,Canóvanas,18.2688,-65.9096,731
Onamia,MN,Mille Lacs,46.0703,-93.6669,731
Arcadia University,PA,Montgomery,40.0917,-75.1652,731
Ferrelview,MO,Platte,39.3143,-94.6653,731
McKenzie,AL,Butler,31.5429,-86.7246,731
Browns Crossing,IN,Morgan,39.4064,-86.5056,731
Morrison,OK,Noble,36.2927,-97.0276,731
Salome,AZ,La Paz,33.7778,-113.6060,731
Deer Lake,PA,Schuylkill,40.6213,-76.0565,730
Loretto,KY,Marion,37.6351,-85.3985,730
Bonanza,AR,Sebastian,35.2335,-94.4167,730
Rosman,NC,Transylvania,35.1458,-82.8200,730
North Freedom,WI,Sauk,43.4590,-89.8603,730
Riviera,TX,Kleberg,27.2993,-97.7997,730
McLean,IL,McLean,40.3136,-89.1686,730
Sterling,OK,Comanche,34.7494,-98.1725,730
Stockertown,PA,Northampton,40.7547,-75.2627,730
Pecan Hill,TX,Ellis,32.4907,-96.7813,730
Chickasaw Point,SC,Oconee,34.5363,-83.0751,730
Conway,NC,Northampton,36.4371,-77.2288,730
Millerton,CA,Fresno,36.9769,-119.6658,730
Bailey's Prairie,TX,Brazoria,29.1527,-95.4977,730
Polvadera,NM,Socorro,34.2020,-106.9172,730
Terrytown,NE,Scotts Bluff,41.8465,-103.6706,730
El Duende,NM,Rio Arriba,36.0738,-106.1269,730
Neopit,WI,Menominee,44.9877,-88.8227,730
Waldron,IN,Shelby,39.4535,-85.6630,729
Jeffersonville,VT,Lamoille,44.6427,-72.8282,729
Ellsworth,PA,Washington,40.1073,-80.0214,729
San Pablo,NM,Doña Ana,32.2507,-106.7626,729
Stratton,CO,Kit Carson,39.3029,-102.6034,729
Cherry Grove,WA,Clark,45.8022,-122.5767,729
Pleasant Ridge,KY,Daviess,37.5939,-86.9935,729
Taylortown,NC,Moore,35.2146,-79.4916,728
New Hamburg,NY,Dutchess,41.5891,-73.9428,728
Esperanza,PR,Vieques,18.1021,-65.4798,728
McKnightstown,PA,Adams,39.8735,-77.3302,728
Milan,GA,Telfair,32.0194,-83.0631,727
Lynch,KY,Harlan,36.9641,-82.9138,727
Matador,TX,Motley,34.0150,-100.8211,727
Lost Nation,IL,Ogle,41.9125,-89.3690,727
Yukon,PA,Westmoreland,40.2139,-79.6864,727
San Mateo,NM,Cibola,35.3381,-107.6450,726
Augusta,MI,Kalamazoo,42.3378,-85.3525,726
Lime Lake,NY,Cattaraugus,42.4327,-78.4808,726
New Summerfield,TX,Cherokee,31.9807,-95.1150,726
Rushford Village,MN,Fillmore,43.8033,-91.7915,726
Benítez,PR,Canóvanas,18.2726,-65.8788,726
Twin Valley,MN,Norman,47.2588,-96.2592,725
Alexandria,SD,Hanson,43.6541,-97.7798,725
Patterson Heights,PA,Beaver,40.7390,-80.3263,725
Lake Eliza,IN,Porter,41.4289,-87.1720,725
Oxford,NE,Furnas,40.2530,-99.6323,724
Hollis Crossroads,AL,Cleburne,33.5231,-85.6437,724
Branchville,NJ,Sussex,41.1471,-74.7494,724
Oxford,MD,Talbot,38.6850,-76.1702,724
Oaktown,IN,Knox,38.8717,-87.4412,724
Maple Rapids,MI,Clinton,43.1077,-84.6898,724
Roanoke,LA,Jefferson Davis,30.2356,-92.7481,724
Savona,NY,Steuben,42.2830,-77.2238,724
New Berlin,TX,Guadalupe,29.4892,-98.1094,724
Aspen Park,CO,Jefferson,39.5423,-105.2967,724
Woodson,AR,Pulaski,34.5380,-92.2211,724
Prospect,OR,Jackson,42.7526,-122.4757,724
Toughkenamon,PA,Chester,39.8313,-75.7565,724
La Cueva,NM,Santa Fe,35.5776,-105.7339,724
Saxton,PA,Bedford,40.2127,-78.2470,723
Vernon,FL,Washington,30.6197,-85.7062,723
Sequoyah,OK,Rogers,36.3798,-95.5969,723
Ainsworth,IA,Washington,41.2901,-91.5545,723
Congerville,IL,Woodford,40.6168,-89.2051,723
Solon Springs,WI,Douglas,46.3495,-91.8207,723
Manderson-White Horse Creek,SD,Oglala Lakota,43.2350,-102.4916,723
Grafton,IL,Jersey,38.9764,-90.4258,723
Wadsworth,NV,Washoe,39.6322,-119.2901,723
Healy,AK,Denali,63.9454,-149.0151,723
Maricopa Colony,AZ,Maricopa,33.3626,-112.2267,723
Presque Isle Harbor,MI,Presque Isle,45.3226,-83.4858,722
Folsom,LA,St. Tammany,30.6310,-90.1941,722
Noorvik,AK,Northwest Arctic,66.8292,-161.0377,722
Oak Run,IL,Knox,40.9635,-90.1331,722
Tilden,IL,Randolph,38.2124,-89.6840,722
Hartland,MI,Livingston,42.6597,-83.7446,722
Philadelphia,TN,Loudon,35.6791,-84.3999,722
Iron Station,NC,Lincoln,35.4515,-81.1568,722
Sarepta,LA,Webster,32.8963,-93.4517,721
Point Hope,AK,North Slope,68.3445,-166.6738,721
Rocksprings,TX,Edwards,30.0172,-100.2128,721
Sonoita,AZ,Santa Cruz,31.6646,-110.6427,721
East Tulare Villa,CA,Tulare,36.2038,-119.2803,721
Westley,CA,Stanislaus,37.5469,-121.2009,721
Virginia City,NV,Storey,39.3074,-119.6483,721
Allenwood,NJ,Monmouth,40.1384,-74.1032,721
Oceanville,NJ,Atlantic,39.4774,-74.4569,721
Adena,OH,Jefferson,40.2166,-80.8762,720
New Berlin,PA,Union,40.8806,-76.9843,720
Scurry,TX,Kaufman,32.5125,-96.3846,720
Port Trevorton,PA,Snyder,40.6924,-76.8940,720
McIntyre,GA,Wilkinson,32.8466,-83.2011,720
Renova,MS,Bolivar,33.7805,-90.7232,720
Hamden,OH,Vinton,39.1592,-82.5243,720
Arlington,OR,Gilliam,45.7207,-120.1887,720
Brantleyville,AL,Shelby,33.2196,-86.8820,720
Schram City,IL,Montgomery,39.1631,-89.4609,720
Greenwood,MN,Hennepin,44.9122,-93.5550,720
Baywood,VA,Grayson,36.6172,-81.0094,719
Walnut Grove,MN,Redwood,44.2250,-95.4692,719
Davenport,OK,Lincoln,35.7094,-96.7645,719
Mackay,ID,Custer,43.9120,-113.6128,719
North Gate,CA,Contra Costa,37.9055,-121.9978,719
Glendale,OR,Douglas,42.7381,-123.4294,719
Alexis,IL,Warren,41.0630,-90.5555,719
Annabella,UT,Sevier,38.7059,-112.0587,719
Russellville,TN,Hamblen,36.2580,-83.1966,719
Atlas,PA,Northumberland,40.7974,-76.4284,719
Ridgecrest,LA,Concordia,31.6018,-91.5304,718
Cedarville,CA,Modoc,41.5281,-120.1748,718
Corfu,NY,Genesee,42.9611,-78.4028,718
Fountain City,IN,Wayne,39.9549,-84.9192,718
Cloverdale,MS,Adams,31.4960,-91.4152,718
Bass Lake,OH,Geauga,41.5555,-81.2257,718
Madison Place,OH,Hamilton,39.1553,-84.3765,718
Picture Rocks,PA,Lycoming,41.2804,-76.7079,718
Blue Ridge Manor,KY,Jefferson,38.2434,-85.5647,718
White Mills,PA,Wayne,41.5350,-75.2021,718
La Puerta,TX,Starr,26.3468,-98.7505,718
Bakersville,NC,Mitchell,36.0154,-82.1582,718
Jefferson,SD,Union,42.6043,-96.5661,717
Highmore,SD,Hyde,44.5214,-99.4394,717
Myrtle Springs,TX,Van Zandt,32.6151,-95.9329,717
Carnesville,GA,Franklin,34.3729,-83.2328,717
McRae,AR,White,35.1119,-91.8253,717
White Springs,FL,Hamilton,30.3317,-82.7562,717
Green Mountain Falls,CO,El Paso,38.9344,-105.0238,717
Unionville,PA,Butler,40.9423,-79.9613,717
Cimarron,NM,Colfax,36.5083,-104.9104,717
Kopperston,WV,Wyoming,37.7502,-81.5764,717
Crabtree,OR,Linn,44.6376,-122.9059,717
Continental Courts,PA,Centre,40.8705,-77.8658,717
Satsop,WA,Grays Harbor,47.0223,-123.4737,717
Sebeka,MN,Wadena,46.6292,-95.0879,716
Dalzell,IL,Bureau,41.3559,-89.1763,716
Piper City,IL,Ford,40.7562,-88.1890,716
Bloomington,WI,Grant,42.8931,-90.9264,716
Yatesville,PA,Luzerne,41.3038,-75.7822,716
Clyde,CA,Contra Costa,38.0253,-122.0280,716
Forkland,AL,Greene,32.6489,-87.8671,716
Edenburg,PA,Berks,40.5658,-75.9593,716
Blandinsville,IL,McDonough,40.5540,-90.8683,715
Bentleyville,OH,Cuyahoga,41.4121,-81.4121,715
Blackduck,MN,Beltrami,47.7263,-94.5480,715
Eleva,WI,Trempealeau,44.5764,-91.4705,715
Saybrook,IL,McLean,40.4283,-88.5266,714
Hickory Flat,MS,Benton,34.6160,-89.1913,714
Allenhurst,GA,Liberty,31.7839,-81.6078,714
Melbourne,IA,Marshall,41.9416,-93.1023,714
Nelsonville,NY,Putnam,41.4291,-73.9466,714
Tekoa,WA,Whitman,47.2248,-117.0731,714
Plandome Manor,NY,Nassau,40.8147,-73.6984,713
Sunset Valley,TX,Travis,30.2258,-97.8158,713
Beverly,WV,Randolph,38.8443,-79.8717,713
Laytonville,CA,Mendocino,39.6715,-123.4945,713
Umapine,OR,Umatilla,45.9760,-118.5010,713
Plains,GA,Sumter,32.0331,-84.3946,713
Valley Bend,WV,Randolph,38.7694,-79.9280,713
Encore at Monroe,NJ,Middlesex,40.3197,-74.4663,713
Asharoken,NY,Suffolk,40.9381,-73.3816,712
Ryland Heights,KY,Kenton,38.9701,-84.4607,712
Marine on St. Croix,MN,Washington,45.1983,-92.7783,712
White River,SD,Mellette,43.5671,-100.7449,712
Pittsford,MI,Hillsdale,41.8619,-84.4771,711
Dudley,GA,Laurens,32.5320,-83.0805,711
Van Dyne,WI,Fond du Lac,43.8862,-88.5012,711
Dobbins Heights,NC,Richmond,34.9068,-79.6933,711
Leighton,AL,Colbert,34.6941,-87.5282,711
Ivanhoe,VA,Wythe,36.8428,-80.9683,711
East Herkimer,NY,Herkimer,43.0316,-74.9636,711
Sullivan,WI,Jefferson,43.0118,-88.5903,711
Cotton Valley,LA,Webster,32.8135,-93.4228,711
Flat Lick,KY,Knox,36.8353,-83.7598,711
Golden,IL,Adams,40.1104,-91.0193,711
Gideon,MO,New Madrid,36.4489,-89.9128,711
Perry,MO,Ralls,39.4300,-91.6662,710
Augusta,IL,Hancock,40.2307,-90.9500,710
Williamson,GA,Pike,33.1777,-84.3581,710
Bowen,IL,Hancock,40.2321,-91.0633,710
Wellsburg,IA,Grundy,42.4339,-92.9266,710
Holcomb,MO,Dunklin,36.4022,-90.0249,710
Santa Fe Foothills,NM,Santa Fe,35.6279,-105.8980,710
Summerton,SC,Clarendon,33.6013,-80.3527,709
Heidelberg,MS,Jasper,31.8897,-88.9878,709
Vineland,MN,Mille Lacs,46.1832,-93.7822,709
Shelby,NE,Polk,41.1940,-97.4260,709
Notus,ID,Canyon,43.7267,-116.7998,709
Clallam Bay,WA,Clallam,48.2534,-124.2579,709
Ocracoke,NC,Hyde,35.1264,-75.9212,709
St. Joseph,LA,Tensas,31.9203,-91.2400,709
Horseshoe Bend,TX,Parker,32.5752,-97.8782,709
Jamestown,PA,Mercer,41.4843,-80.4370,709
Penns Creek,PA,Snyder,40.8631,-77.0562,709
Medway,OH,Clark,39.8837,-84.0135,709
Gaston,IN,Delaware,40.3140,-85.5010,709
Paradis,LA,St. Charles,29.8680,-90.4397,709
Armstrong,IA,Emmet,43.3944,-94.4836,709
Malott,WA,Okanogan,48.2918,-119.6955,708
Tannersville,NY,Greene,42.1936,-74.1350,708
Clarks,LA,Caldwell,32.0288,-92.1408,708
Ventura,IA,Cerro Gordo,43.1282,-93.4620,708
Doyle,CA,Lassen,40.0275,-120.1173,708
Harmony,IN,Clay,39.5337,-87.0730,708
North City,IL,Franklin,37.9918,-89.0635,708
Wilson,LA,East Feliciana,30.9236,-91.1090,708
Hoffman,MN,Grant,45.8345,-95.7870,708
Ducor,CA,Tulare,35.8927,-119.0470,707
Reardan,WA,Lincoln,47.6698,-117.8780,707
San Miguel,NM,Doña Ana,32.1535,-106.7269,707
Long Grove,IA,Scott,41.6923,-90.5803,707
Poulan,GA,Worth,31.5145,-83.7898,707
Ponca,NE,Dixon,42.5649,-96.7092,707
Bertrand,MO,Mississippi,36.9081,-89.4500,707
Anguilla,MS,Sharkey,32.9719,-90.8284,707
Tovey,IL,Christian,39.5883,-89.4486,707
Peeples Valley,AZ,Yavapai,34.2773,-112.7653,707
Tranquillity,CA,Fresno,36.6480,-120.2526,707
Hightsville,NC,New Hanover,34.2667,-77.9344,707
South Cle Elum,WA,Kittitas,47.1862,-120.9526,707
San Antonito,NM,Bernalillo,35.1574,-106.3475,706
Ariton,AL,Dale,31.5978,-85.7131,706
Russellville,OH,Brown,38.8674,-83.7879,706
Louise,TX,Wharton,29.1118,-96.4123,706
Jay,FL,Santa Rosa,30.9504,-87.1523,706
Hamersville,OH,Brown,38.9189,-83.9853,706
Kelly,NC,Bladen,34.4639,-78.3109,706
Aaronsburg,PA,Centre,40.9042,-77.4513,706
Washington,OK,McClain,35.0582,-97.4923,706
Clarks Hill,IN,Tippecanoe,40.2472,-86.7243,706
New Hope,TX,Collin,33.2116,-96.5635,705
Malta,OH,Morgan,39.6515,-81.8640,705
Sherrard,IL,Mercer,41.3109,-90.4991,705
Cedarville,IL,Stephenson,42.3757,-89.6362,705
Ruby,MI,St. Clair,43.0323,-82.6118,705
Spring Lake,UT,Utah,40.0060,-111.7503,705
Foristell,MO,St. Charles,38.8156,-90.9627,705
Many Farms,AZ,Apache,36.3532,-109.6271,705
North San Pedro,TX,Nueces,27.8027,-97.6820,705
Masthope,PA,Pike,41.5155,-75.0257,704
Kiowa,CO,Elbert,39.3436,-104.4580,704
University Park,IA,Mahaska,41.2856,-92.6150,704
Blooming Glen,PA,Bucks,40.3695,-75.2482,704
Cullen,LA,Webster,32.9699,-93.4464,704
Chester,MT,Liberty,48.5113,-110.9663,704
Highland Hills,OH,Cuyahoga,41.4507,-81.5191,704
McDonald Chapel,AL,Jefferson,33.5190,-86.9385,704
Lincoln Heights,OH,Richland,40.7673,-82.4795,704
Minneola,KS,Clark,37.4421,-100.0131,703
Greensburg,KS,Kiowa,37.6049,-99.2895,703
LaMoure,ND,LaMoure,46.3574,-98.2966,703
Olanta,SC,Florence,33.9357,-79.9320,703
Boswell,IN,Benton,40.5173,-87.3754,703
Millersburg,KY,Bourbon,38.3040,-84.1450,703
Matherville,IL,Mercer,41.2594,-90.6055,703
Saltsburg,PA,Indiana,40.4848,-79.4480,703
Kearney Park,MS,Madison,32.5897,-90.3158,703
Turbeville,SC,Clarendon,33.8895,-80.0161,703
Dighton,KS,Lane,38.4810,-100.4663,703
Wheatland,PA,Mercer,41.1969,-80.4958,703
Cromwell,IN,Noble,41.4033,-85.6142,703
Loraine,TX,Mitchell,32.4087,-100.7125,702
Boyden,IA,Sioux,43.1892,-96.0032,702
Parkin,AR,Cross,35.2629,-90.5530,702
South Mount Vernon,OH,Knox,40.3823,-82.5018,702
Peters,CA,San Joaquin,37.9763,-121.0439,702
Hardin,TX,Liberty,30.1493,-94.7377,702
Scalp Level,PA,Cambria,40.2495,-78.8442,702
Aroma Park,IL,Kankakee,41.0788,-87.8011,702
Botsford,CT,Western Connecticut,41.3589,-73.2671,702
Avella,PA,Washington,40.2737,-80.4672,702
Pultneyville,NY,Wayne,43.2739,-77.1814,702
Millerstown,PA,Perry,40.5543,-77.1530,701
Underwood,ND,McLean,47.4550,-101.1417,701
Fieldsboro,NJ,Burlington,40.1364,-74.7315,701
Onaway,MI,Presque Isle,45.3589,-84.2274,701
Etna,CA,Siskiyou,41.4582,-122.8945,701
Humphrey,NE,Platte,41.6884,-97.4852,701
Parcelas Nuevas,PR,Cidra,18.1400,-66.1702,701
Rivesville,WV,Marion,39.5319,-80.1205,701
Christiansburg,OH,Champaign,40.0568,-84.0255,701
Peña Blanca,NM,Sandoval,35.5709,-106.3319,701
Hollow Rock,TN,Carroll,36.0355,-88.2740,701
Clarissa,MN,Todd,46.1284,-94.9490,700
Swansea,SC,Lexington,33.7397,-81.1052,700
Oneida Castle,NY,Oneida,43.0812,-75.6331,700
Green Valley,IL,Tazewell,40.4072,-89.6443,700
Noatak,AK,Northwest Arctic,67.5986,-163.0309,700
Siren,WI,Burnett,45.7826,-92.3823,700
Roche Harbor,WA,San Juan,48.6079,-123.1347,700
Shoals,IN,Martin,38.6669,-86.7938,700
Wickliffe,KY,Ballard,36.9666,-89.0813,700
Washingtonville,OH,Columbiana,40.8991,-80.7678,700
Hometown,WV,Putnam,38.5289,-81.8552,699
North Lynbrook,NY,Nassau,40.6685,-73.6736,699
North Topsail Beach,NC,Onslow,34.4931,-77.4340,699
Raleigh,FL,Levy,29.4479,-82.4680,699
Elmwood,WI,Pierce,44.7800,-92.1491,699
Lake Winola,PA,Wyoming,41.5105,-75.8509,699
Oconomowoc Lake,WI,Waukesha,43.0975,-88.4521,699
Mill Creek,WV,Randolph,38.7319,-79.9725,699
Hill City,SD,Pennington,43.9337,-103.5694,699
Mount Calvary,WI,Fond du Lac,43.8263,-88.2461,699
Hazleton,IA,Buchanan,42.6178,-91.9057,698
Lake Benton,MN,Lincoln,44.2642,-96.2891,698
Florien,LA,Sabine,31.4480,-93.4583,698
Island Pond,VT,Essex,44.8125,-71.8862,698
Tigerton,WI,Shawano,44.7409,-89.0459,698
Rockland,WI,La Crosse,43.9077,-90.9165,698
Grantsboro,NC,Pamlico,35.1449,-76.8447,698
Chester Hill,PA,Clearfield,40.8903,-78.2293,698
Port O'Connor,TX,Calhoun,28.4463,-96.4205,698
Kahite,TN,Monroe,35.5690,-84.2358,697
Colmesneil,TX,Tyler,30.9097,-94.4221,697
Harlingen,NJ,Somerset,40.4502,-74.6581,697
Orason,TX,Cameron,26.0742,-97.4458,697
Stratford,IA,Hamilton,42.2696,-93.9274,696
Valley City,OH,Medina,41.2336,-81.9396,696
Porum,OK,Muskogee,35.3571,-95.2637,696
Marshallville,OH,Wayne,40.8997,-81.7329,696
Fultonville,NY,Montgomery,42.9463,-74.3704,696
Woods Bay,MT,Lake,48.0083,-114.0613,696
Hotevilla-Bacavi,AZ,Navajo,35.9225,-110.6569,696
Modjeska,CA,Orange,33.7091,-117.6299,696
Brecon,OH,Hamilton,39.2798,-84.3531,696
Wilseyville,CA,Calaveras,38.3791,-120.5146,696
Rail Road Flat,CA,Calaveras,38.3246,-120.5169,696
Gadsden,AZ,Yuma,32.5564,-114.7811,696
Portland,PA,Northampton,40.9216,-75.0985,695
Tohatchi,NM,McKinley,35.8423,-108.7503,695
Lenox,GA,Cook,31.2672,-83.4673,695
Maguayo,PR,Lajas,18.0100,-67.0855,695
Penn,PA,Westmoreland,40.3293,-79.6420,695
Sorrel,LA,St. Mary,29.8879,-91.6225,695
Britton,MI,Lenawee,41.9877,-83.8304,695
Fuller Acres,CA,Kern,35.3023,-118.9143,695
Nineveh,IN,Johnson,39.3612,-86.0927,694
Driscoll,TX,Nueces,27.6730,-97.7510,694
Marion Heights,PA,Northumberland,40.8036,-76.4643,694
Mantua,OH,Portage,41.2820,-81.2223,694
Biron,WI,Wood,44.4281,-89.7660,694
Elk Park,NC,Avery,36.1582,-81.9808,694
Marion,UT,Summit,40.6810,-111.2773,694
Sierra Blanca,TX,Hudspeth,31.1835,-105.3395,694
Edgewater,AL,Jefferson,33.5287,-86.9572,694
Adairville,KY,Logan,36.6710,-86.8560,693
Park City,KY,Barren,37.0934,-86.0486,693
Windfall City,IN,Tipton,40.3619,-85.9584,693
Brooks,GA,Fayette,33.2925,-84.4588,693
Manokotak,AK,Dillingham,58.8930,-158.9109,693
Pocono Pines,PA,Monroe,41.1162,-75.4588,693
Malaga,CA,Fresno,36.6816,-119.7318,693
Leeds,UT,Washington,37.2373,-113.3471,693
Cassville,WI,Grant,42.7150,-90.9891,693
Round Top,NY,Greene,42.2616,-74.0284,693
Millheim,PA,Centre,40.8936,-77.4765,693
Brownsville,WI,Dodge,43.6147,-88.4953,693
Pleasant View,PA,Armstrong,40.6090,-79.5759,693
Bolton,MS,Hinds,32.3546,-90.4586,693
Supreme,LA,Assumption,29.8604,-90.9955,693
Brimfield,IL,Peoria,40.8379,-89.8827,692
Polk,PA,Venango,41.3690,-79.9311,692
Eva,AL,Morgan,34.3272,-86.7614,692
Cherokee,KS,Crawford,37.3450,-94.8215,692
Holland,AR,Faulkner,35.1660,-92.2770,692
Somerville,AL,Morgan,34.4679,-86.7909,692
Piney View,WV,Raleigh,37.8350,-81.1275,692
Kasigluk,AK,Bethel,60.8785,-162.5272,692
Wilton,AL,Shelby,33.0813,-86.8799,691
Peru,NE,Nemaha,40.4786,-95.7313,691
Shelby,AL,Shelby,33.1068,-86.5825,691
Wonewoc,WI,Juneau,43.6531,-90.2239,691
Brevig Mission,AK,Nome,65.3413,-166.4953,691
Napi Headquarters,NM,San Juan,36.6505,-108.2145,691
West Goshen,CA,Tulare,36.3492,-119.4574,691
Roby,TX,Fisher,32.7460,-100.3795,691
Dauberville,PA,Berks,40.4606,-75.9983,691
Taylor Springs,IL,Montgomery,39.1312,-89.4946,691
Huntington,OR,Baker,44.3501,-117.2668,690
Institute,WV,Kanawha,38.3797,-81.7662,690
Bovey,MN,Itasca,47.2962,-93.4036,690
Warsaw,MN,Rice,44.2576,-93.3771,690
Reeltown,AL,Tallapoosa,32.5788,-85.8189,690
Northwest,NC,Brunswick,34.3160,-78.1448,690
West Wilmerding,PA,Allegheny,40.3987,-79.8209,690
Caddo Valley,AR,Clark,34.1898,-93.0679,690
Crofton,KY,Christian,37.0477,-87.4842,690
Seneca Gardens,KY,Jefferson,38.2272,-85.6773,690
Benjamin,UT,Utah,40.0968,-111.7290,690
Santa Rosa,AZ,Pima,32.3325,-112.0464,690
Pendleton,TX,Bell,31.1953,-97.3368,689
Livingston Manor,NY,Sullivan,41.8931,-74.8255,689
Dixonville,PA,Indiana,40.7151,-79.0105,689
Kernville,CA,Kern,35.7533,-118.4321,688
Joaquin,TX,Shelby,31.9659,-94.0504,688
Jackson,NC,Northampton,36.3901,-77.4193,688
Murray,CT,Greater Bridgeport,41.1974,-73.2895,688
Pattison,TX,Waller,29.8184,-95.9765,688
Las Croabas,PR,Fajardo,18.3695,-65.6293,688
Barataria,LA,Jefferson,29.7092,-90.1217,688
Birnamwood,WI,Shawano,44.9319,-89.2094,688
Tom Bean,TX,Grayson,33.5200,-96.4844,688
Montrose,IA,Lee,40.5258,-91.4160,688
South Weldon,NC,Halifax,36.4135,-77.6024,688
Bluetown,TX,Cameron,26.0734,-97.8199,688
Minden,IA,Pottawattamie,41.4700,-95.5429,687
Delta,PA,York,39.7267,-76.3271,687
McGregor,IA,Clayton,43.0246,-91.1819,686
Seama,NM,Cibola,35.0429,-107.5272,686
Central Valley,UT,Sevier,38.6991,-112.0967,686
Dalton City,IL,Moultrie,39.7169,-88.8070,686
Wibaux,MT,Wibaux,46.9865,-104.1899,686
Natural Steps,AR,Pulaski,34.8668,-92.4881,686
Darrtown,OH,Butler,39.4975,-84.6690,686
El Refugio,TX,Starr,26.3406,-98.7589,686
Wickliffe,OK,Mayes,36.3120,-95.1074,686
Fairfax,MO,Atchison,40.3392,-95.3919,685
St. John,WA,Whitman,47.0915,-117.5887,685
Sterling,NE,Johnson,40.4612,-96.3776,685
Hodge,LA,Jackson,32.2720,-92.7304,685
Waco,GA,Haralson,33.7026,-85.1893,685
Fouke,AR,Miller,33.2622,-93.8852,685
Twin Oaks,MO,St. Louis,38.5657,-90.5010,685
North Chevy Chase,MD,Montgomery,39.0020,-77.0740,685
Maury City,TN,Crockett,35.8145,-89.2239,685
Hurst,IL,Williamson,37.8349,-89.1443,685
Greenbush,MN,Roseau,48.7011,-96.1835,685
Grayland,WA,Grays Harbor,46.8304,-124.0898,685
Stockton,MN,Winona,44.0271,-91.7697,684
Lacey,AR,Drew,33.4503,-91.8496,684
Derby Center,VT,Orleans,44.9549,-72.1361,684
Smiths Grove,KY,Warren,37.0503,-86.2083,684
Lake Tanglewood,TX,Randall,35.0570,-101.7817,684
Juniata,NE,Adams,40.5903,-98.5069,684
Bertrand,NE,Phelps,40.5263,-99.6324,684
Allenport,PA,Huntingdon,40.3686,-77.8707,684
Wyocena,WI,Columbia,43.4931,-89.3099,684
Greensboro,FL,Gadsden,30.5705,-84.7324,684
Melville,LA,St. Landry,30.6917,-91.7485,684
Unionville,NY,Orange,41.3013,-74.5619,684
Candlewood Orchards,CT,Western Connecticut,41.4728,-73.4381,683
Hermitage,MO,Hickory,37.9443,-93.3257,683
Clarks Grove,MN,Freeborn,43.7617,-93.3286,683
Riverton,KS,Cherokee,37.0732,-94.7060,683
Francis Creek,WI,Manitowoc,44.2006,-87.7209,683
Corydon,KY,Henderson,37.7403,-87.7063,683
Sandyfield,NC,Columbus,34.3738,-78.3000,683
Hardin,MO,Ray,39.2676,-93.8313,683
Oljato-Monument Valley,UT,San Juan,37.0309,-110.2512,683
Kooskia,ID,Idaho,46.1415,-115.9765,683
Gaston,OR,Washington,45.4348,-123.1449,683
Blucksberg Mountain,SD,Meade,44.3593,-103.4538,683
Carlisle Barracks,PA,Cumberland,40.2101,-77.1730,683
Rockaway Beach,MO,Taney,36.7019,-93.1617,682
Valley Brook,OK,Oklahoma,35.4027,-97.4814,682
Norborne,MO,Carroll,39.3024,-93.6759,682
Taycheedah,WI,Fond du Lac,43.8118,-88.3916,682
Stella,PR,Rincón,18.3240,-67.2464,682
Woodsdale,OH,Butler,39.4331,-84.4845,682
Gratz,PA,Dauphin,40.6073,-76.7157,682
Madison,CA,Yolo,38.6750,-121.9702,682
New Straitsville,OH,Perry,39.5793,-82.2343,682
Palatine Bridge,NY,Montgomery,42.9143,-74.5756,682
Tuxedo Park,NY,Orange,41.2007,-74.2060,682
Sewickley Hills,PA,Allegheny,40.5680,-80.1271,681
Fairview,AL,Cullman,34.2501,-86.6846,681
Fordland,MO,Webster,37.1556,-92.9416,681
Antonito,CO,Conejos,37.0762,-106.0104,681
Osmond,NE,Pierce,42.3583,-97.5990,681
Dove Creek,CO,Dolores,37.7668,-108.9071,680
North Brentwood,MD,Prince George's,38.9450,-76.9510,680
Albert City,IA,Buena Vista,42.7816,-94.9491,680
Stafford,KS,Stafford,37.9624,-98.5995,680
Dale,WI,Outagamie,44.2757,-88.6730,680
Port Leyden,NY,Lewis,43.5838,-75.3412,680
Lemannville,LA,Ascension,30.1028,-90.9239,680
Onaga,KS,Pottawatomie,39.4892,-96.1703,680
Sedalia,NC,Guilford,36.0760,-79.6208,680
Andover,OH,Ashtabula,41.6066,-80.5686,680
Brookport,IL,Massac,37.1261,-88.6276,680
Elkhart,IA,Polk,41.7939,-93.5241,680
Pecan Park,NM,Luna,32.2704,-107.6740,680
