city,state_id,county_name,lat,lng,population
Dania Beach,FL,Broward,26.0593,-80.1637,31739
Lake Magdalene,FL,Hillsborough,28.0875,-82.4791,31733
West Bend,WI,Washington,43.4173,-88.1818,31722
Bethany,OR,Washington,45.5614,-122.8370,31700
Bangor,ME,Penobscot,44.8323,-68.7906,31663
Naugatuck,CT,Naugatuck Valley,41.4890,-73.0518,31634
Mundelein,IL,Lake,42.2693,-88.0102,31632
Nicholasville,KY,Jessamine,37.8906,-84.5668,31625
Middle River,MD,Baltimore,39.3436,-76.4253,31616
Bel Air North,MD,Harford,39.5543,-76.3732,31599
Fitchburg,WI,Dane,42.9859,-89.4255,31566
New Bern,NC,Craven,35.0955,-77.0723,31563
Lakeside,FL,Clay,30.1356,-81.7674,31548
Shawnee,OK,Pottawatomie,35.3531,-96.9647,31511
Centereach,NY,Suffolk,40.8681,-73.0821,31501
Eagle,ID,Ada,43.7223,-116.3866,31490
LaGrange,GA,Troup,33.0274,-85.0384,31479
Zionsville,IN,Boone,39.9897,-86.3182,31442
Bluffton,SC,Beaufort,32.2135,-80.9316,31323
Orcutt,CA,Santa Barbara,34.8691,-120.4222,31284
Bay Shore,NY,Suffolk,40.7288,-73.2495,31275
Sterling,VA,Loudoun,39.0052,-77.4050,31251
Holladay,UT,Salt Lake,40.6600,-111.8226,31236
New Smyrna Beach,FL,Volusia,29.0249,-80.9652,31212
Santa Paula,CA,Ventura,34.3545,-119.0656,31202
Port Chester,NY,Westchester,41.0051,-73.6680,31162
Haines City,FL,Polk,28.1102,-81.6157,31156
SeaTac,WA,King,47.4444,-122.2986,31143
Lawndale,CA,Los Angeles,33.8884,-118.3531,31113
Alamogordo,NM,Otero,32.8837,-105.9625,31063
Southlake,TX,Tarrant,32.9545,-97.1503,31044
North Royalton,OH,Cuyahoga,41.3138,-81.7450,31013
Hopkinsville,KY,Christian,36.8381,-87.4775,31011
Northport,AL,Tuscaloosa,33.2586,-87.5993,30991
Bella Vista,AR,Benton,36.4667,-94.2707,30935
Laguna Hills,CA,Orange,33.5918,-117.6991,30921
Springfield,VA,Fairfax,38.7810,-77.1839,30894
Ballwin,MO,St. Louis,38.5950,-90.5500,30835
Sanford,NC,Lee,35.4875,-79.1770,30833
La Verne,CA,Los Angeles,34.1207,-117.7703,30804
North Chicago,IL,Lake,42.3172,-87.8595,30772
Westfield,NJ,Union,40.6516,-74.3432,30760
Oakleaf Plantation,FL,Clay,30.1689,-81.8337,30737
Los Altos,CA,Santa Clara,37.3684,-122.0965,30736
Miami Lakes,FL,Miami-Dade,25.9125,-80.3214,30731
Washington,UT,Washington,37.1303,-113.4878,30686
Banning,CA,Riverside,33.9460,-116.8992,30680
West Falls Church,VA,Fairfax,38.8648,-77.1878,30660
Lawrenceville,GA,Gwinnett,33.9523,-83.9932,30626
Eldersburg,MD,Carroll,39.4041,-76.9528,30626
Franklin Square,NY,Nassau,40.7002,-73.6775,30559
Burlingame,CA,San Mateo,37.5859,-122.3667,30526
Gurnee,IL,Lake,42.3708,-87.9392,30486
Morrisville,NC,Wake,35.8368,-78.8348,30471
Ferry Pass,FL,Escambia,30.5205,-87.1899,30467
Princeton,NJ,Mercer,40.3562,-74.6693,30451
Liberty,MO,Clay,39.2394,-94.4191,30446
Redan,GA,DeKalb,33.7394,-84.1644,30426
Parkville,MD,Baltimore,39.3832,-76.5519,30423
Chamblee,GA,DeKalb,33.8842,-84.3007,30369
North Tonawanda,NY,Niagara,43.0457,-78.8659,30338
Saratoga,CA,Santa Clara,37.2684,-122.0263,30335
Brownsburg,IN,Hendricks,39.8337,-86.3830,30310
Newark,DE,New Castle,39.6776,-75.7576,30309
Granger,IN,St. Joseph,41.7374,-86.1348,30279
Niles,IL,Cook,42.0278,-87.8099,30262
Highland Park,IL,Lake,42.1823,-87.8104,30229
Middletown,NY,Orange,41.4459,-74.4236,30227
Austintown,OH,Mahoning,41.0932,-80.7405,30215
Summerlin South,NV,Clark,36.1242,-115.3324,30075
Ruskin,FL,Hillsborough,27.7065,-82.4209,30074
McDonough,GA,Henry,33.4397,-84.1505,30056
Bowling Green,OH,Wood,41.3776,-83.6495,30051
Drexel Hill,PA,Delaware,39.9495,-75.3038,30015
Matthews,NC,Mecklenburg,35.1195,-80.7101,29959
Fridley,MN,Anoka,45.0841,-93.2595,29944
Paragould,AR,Greene,36.0555,-90.5149,29940
Greenville,TX,Hunt,33.1116,-96.1099,29936
Winter Park,FL,Orange,28.5989,-81.3442,29929
Algonquin,IL,McHenry,42.1629,-88.3159,29904
Hazleton,PA,Luzerne,40.9505,-75.9725,29886
Crofton,MD,Anne Arundel,39.0144,-76.6800,29878
Gloucester,MA,Essex,42.6260,-70.6897,29862
San Carlos,CA,San Mateo,37.4982,-122.2677,29797
Monterey,CA,Monterey,36.5919,-121.8808,29772
Rahway,NJ,Union,40.6077,-74.2807,29748
Atascadero,CA,San Luis Obispo,35.4827,-120.6858,29735
Orchards,WA,Clark,45.6890,-122.5306,29716
Galesburg,IL,Knox,40.9506,-90.3763,29653
Hobart,IN,Lake,41.5140,-87.2729,29646
Schererville,IN,Lake,41.4861,-87.4442,29627
Central,LA,East Baton Rouge,30.5593,-91.0369,29603
Laurel,MD,Prince George's,39.0949,-76.8622,29594
Raytown,MO,Jackson,38.9944,-94.4641,29593
Anderson,SC,Anderson,34.5211,-82.6478,29563
Southgate,MI,Wayne,42.2047,-83.2057,29551
Burton,MI,Genesee,42.9974,-83.6175,29529
Melrose,MA,Middlesex,42.4556,-71.0590,29488
Magna,UT,Salt Lake,40.7634,-112.1599,29488
Casselberry,FL,Seminole,28.6624,-81.3217,29473
San Lorenzo,CA,Alameda,37.6733,-122.1332,29453
Eastern Goleta Valley,CA,Santa Barbara,34.4448,-119.7879,29411
Bixby,OK,Tulsa,35.9454,-95.8776,29402
Oak Park,MI,Oakland,42.4649,-83.1824,29370
Garfield Heights,OH,Cuyahoga,41.4199,-81.6038,29369
Vero Beach South,FL,Indian River,27.6132,-80.4163,29365
Fleming Island,FL,Clay,30.0988,-81.7124,29351
Texarkana,AR,Miller,33.4360,-93.9959,29343
Englewood,NJ,Bergen,40.8917,-73.9736,29342
Fountain,CO,El Paso,38.6886,-104.6829,29327
Kirkwood,MO,St. Louis,38.5788,-90.4203,29302
Jacksonville,AR,Pulaski,34.8807,-92.1304,29285
Harrison,NY,Westchester,41.0236,-73.7193,29279
Clarksburg,MD,Montgomery,39.2246,-77.2659,29246
Suisun City,CA,Solano,38.2473,-122.0091,29205
Statesville,NC,Iredell,35.7842,-80.8713,29161
East Palo Alto,CA,San Mateo,37.4671,-122.1352,29143
Mehlville,MO,St. Louis,38.5018,-90.3149,29089
Easton,PA,Northampton,40.6858,-75.2209,29079
Sachse,TX,Dallas,32.9726,-96.5793,29075
East Lake-Orient Park,FL,Hillsborough,27.9970,-82.3653,29064
Russellville,AR,Pope,35.2762,-93.1383,29057
Independence,KY,Kenton,38.9510,-84.5492,29024
Shaker Heights,OH,Cuyahoga,41.4744,-81.5496,29004
Enterprise,AL,Coffee,31.3275,-85.8463,28990
Jeffersontown,KY,Jefferson,38.2049,-85.5701,28988
Perry Hall,MD,Baltimore,39.4068,-76.4780,28908
Lake in the Hills,IL,McHenry,42.1913,-88.3477,28853
Greenville,MS,Washington,33.3850,-91.0514,28833
Burbank,IL,Cook,41.7444,-87.7686,28822
Golden Gate,FL,Collier,26.1844,-81.7031,28767
Converse,TX,Bexar,29.5091,-98.3084,28764
Twentynine Palms,CA,San Bernardino,34.1478,-116.0659,28738
Daphne,AL,Baldwin,30.6263,-87.8816,28673
Danville,IL,Vermilion,40.1426,-87.6111,28663
Northampton,MA,Hampshire,42.3266,-72.6745,28640
Carney,MD,Baltimore,39.4050,-76.5235,28624
East Niles,CA,Kern,35.3683,-118.9225,28586
Temescal Valley,CA,Riverside,33.7581,-117.4677,28560
Forest Hills,MI,Kent,42.9577,-85.4895,28494
Laplace,LA,St. John the Baptist,30.0731,-90.4758,28480
Frankfort,KY,Franklin,38.1924,-84.8643,28452
Lansing,IL,Cook,41.5648,-87.5462,28415
Madison Heights,MI,Oakland,42.5073,-83.1034,28411
Jamestown,NY,Chautauqua,42.0976,-79.2367,28401
Monroeville,PA,Allegheny,40.4262,-79.7605,28383
Apollo Beach,FL,Hillsborough,27.7618,-82.4003,28347
Aberdeen,SD,Brown,45.4649,-98.4686,28297
Fort Mill,SC,York,35.0061,-80.9389,28281
Rockledge,FL,Brevard,28.3203,-80.7360,28279
Glen Ellyn,IL,DuPage,41.8666,-88.0629,28270
Bergenfield,NJ,Bergen,40.9236,-73.9982,28269
Fortuna Foothills,AZ,Yuma,32.6616,-114.3974,28227
Forney,TX,Kaufman,32.7440,-96.4529,28222
Eagle Pass,TX,Maverick,28.7125,-100.4840,28186
Short Pump,VA,Henrico,37.6549,-77.6201,28177
Citrus Park,FL,Hillsborough,28.0730,-82.5628,28163
Chaska,MN,Carver,44.8164,-93.6091,28146
Ridgecrest,CA,Kern,35.6308,-117.6622,28138
Allen Park,MI,Wayne,42.2595,-83.2107,28128
Maple Valley,WA,King,47.3659,-122.0368,28121
Oakdale,MN,Washington,44.9876,-92.9641,28109
Glen Cove,NY,Nassau,40.8709,-73.6287,28101
Ramsey,MN,Anoka,45.2617,-93.4494,28070
Crestview,FL,Okaloosa,30.7477,-86.5785,28046
Clayton,NC,Johnston,35.6590,-78.4498,28043
Tysons,VA,Fairfax,38.9215,-77.2273,28022
Henderson,KY,Henderson,37.8397,-87.5798,27994
Maryland Heights,MO,St. Louis,38.7189,-90.4749,27981
Williston,ND,Williams,48.1814,-103.6364,27964
New Iberia,LA,Iberia,30.0049,-91.8202,27926
Lake Jackson,TX,Brazoria,29.0516,-95.4521,27902
Huntley,IL,McHenry,42.1599,-88.4330,27859
Walnut,CA,Los Angeles,34.0334,-117.8593,27857
Prior Lake,MN,Scott,44.7246,-93.4419,27832
Hamtramck,MI,Wayne,42.3954,-83.0559,27830
Shirley,NY,Suffolk,40.7936,-72.8748,27807
Monsey,NY,Rockland,41.1181,-74.0682,27787
Garden City,KS,Finney,37.9753,-100.8527,27781
Madison,MS,Madison,32.4738,-90.1300,27775
McHenry,IL,McHenry,42.3387,-88.2932,27774
Reisterstown,MD,Baltimore,39.4550,-76.8140,27764
South Laurel,MD,Prince George's,39.0603,-76.8456,27736
Tualatin,OR,Washington,45.3772,-122.7748,27710
Alvin,TX,Brazoria,29.3872,-95.2938,27700
Homewood,AL,Jefferson,33.4619,-86.8090,27697
Mount Pleasant,WI,Racine,42.7129,-87.8876,27694
Dodge City,KS,Ford,37.7611,-100.0182,27652
West Melbourne,FL,Brevard,28.0694,-80.6736,27643
Drexel Heights,AZ,Pima,32.1453,-111.0480,27636
Williamsport,PA,Lycoming,41.2399,-77.0370,27629
Lochearn,MD,Baltimore,39.3461,-76.7307,27591
Silver Springs Shores,FL,Marion,29.1126,-82.0149,27556
Ilchester,MD,Howard,39.2187,-76.7683,27552
Wilmette,IL,Cook,42.0771,-87.7282,27550
Belmont,CA,San Mateo,37.5154,-122.2953,27505
Mililani Town,HI,Honolulu,21.4465,-158.0147,27495
Marshalltown,IA,Marshall,42.0343,-92.9068,27491
Lemon Grove,CA,San Diego,32.7331,-117.0344,27489
Athens,AL,Limestone,34.7843,-86.9503,27474
Pearl,MS,Rankin,32.2730,-90.0918,27458
New Lenox,IL,Will,41.5095,-87.9703,27456
Kernersville,NC,Forsyth,36.1065,-80.0842,27439
Millville,NJ,Cumberland,39.3903,-75.0561,27432
Clinton,MS,Hinds,32.3540,-90.3403,27418
Neenah,WI,Winnebago,44.1669,-88.4767,27409
Marion,IN,Grant,40.5497,-85.6604,27384
Green,OH,Summit,40.9483,-81.4757,27381
Asheboro,NC,Randolph,35.7158,-79.8127,27353
Deer Park,NY,Suffolk,40.7623,-73.3218,27334
Fremont,NE,Dodge,41.4395,-96.4873,27321
Union City,GA,Fulton,33.5942,-84.5629,27300
Thomasville,NC,Davidson,35.8813,-80.0807,27261
Pooler,GA,Chatham,32.1043,-81.2569,27235
Wright,FL,Okaloosa,30.4445,-86.6419,27233
New London,CT,Southeastern Connecticut,41.3502,-72.1022,27199
Kent,OH,Portage,41.1490,-81.3610,27190
Balch Springs,TX,Dallas,32.7194,-96.6151,27181
Celina,TX,Collin,33.3154,-96.7941,27141
Mason City,IA,Cerro Gordo,43.1487,-93.1997,27135
Lindenhurst,NY,Suffolk,40.6858,-73.3710,27106
Gladstone,MO,Clay,39.2134,-94.5592,27069
Kahului,HI,Maui,20.8715,-156.4603,27068
West Linn,OR,Clackamas,45.3670,-122.6399,27065
Carrollton,GA,Carroll,33.5818,-85.0838,27058
Lemoore,CA,Kings,36.2949,-119.7983,27023
Wooster,OH,Wayne,40.8172,-81.9336,27012
Sun City West,AZ,Maricopa,33.6695,-112.3573,27003
Fulshear,TX,Fort Bend,29.6930,-95.8804,26986
Waukee,IA,Dallas,41.5985,-93.8869,26974
Mint Hill,NC,Mecklenburg,35.1783,-80.6528,26954
Chicago Heights,IL,Cook,41.5100,-87.6345,26938
Brawley,CA,Imperial,32.9783,-115.5287,26934
Temple Terrace,FL,Hillsborough,28.0436,-82.3773,26922
Leisure City,FL,Miami-Dade,25.4935,-80.4363,26917
Garden City,MI,Wayne,42.3244,-83.3412,26910
Paducah,KY,McCracken,37.0711,-88.6440,26894
Oak Forest,IL,Cook,41.6054,-87.7527,26888
Plum,PA,Allegheny,40.5024,-79.7495,26873
Palm Springs,FL,Palm Beach,26.6348,-80.0969,26871
Benicia,CA,Solano,38.0725,-122.1526,26861
Woodburn,OR,Marion,45.1472,-122.8603,26845
Kalispell,MT,Flathead,48.2153,-114.3274,26830
South Portland,ME,Cumberland,43.6310,-70.2895,26780
Camas,WA,Clark,45.6005,-122.4304,26779
Vernon Hills,IL,Lake,42.2340,-87.9608,26772
Ewa Gentry,HI,Honolulu,21.3344,-158.0262,26738
Cabot,AR,Lonoke,34.9766,-92.0274,26733
Lutz,FL,Hillsborough,28.1396,-82.4467,26731
Batavia,IL,Kane,41.8479,-88.3109,26730
Shoreview,MN,Ramsey,45.0842,-93.1358,26724
Keystone,FL,Hillsborough,28.1312,-82.5999,26723
Palm River-Clair Mel,FL,Hillsborough,27.9239,-82.3791,26719
Troy,OH,Miami,40.0437,-84.2186,26716
Wheeling,WV,Ohio,40.0752,-80.6951,26670
Granite City,IL,Madison,38.7296,-90.1268,26670
Horn Lake,MS,DeSoto,34.9512,-90.0501,26622
West Islip,NY,Suffolk,40.7041,-73.2954,26559
Superior,WI,Douglas,46.6941,-92.0823,26550
Edwardsville,IL,Madison,38.7922,-89.9874,26543
Marysville,OH,Union,40.2279,-83.3595,26540
Jenks,OK,Tulsa,35.9981,-95.9736,26519
Tumwater,WA,Thurston,46.9891,-122.9175,26519
Sanger,CA,Fresno,36.6990,-119.5575,26515
Rosemount,MN,Dakota,44.7466,-93.0661,26509
Paramus,NJ,Bergen,40.9455,-74.0712,26500
Auburn,NY,Cayuga,42.9338,-76.5685,26475
Venice,FL,Sarasota,27.1184,-82.4137,26467
Owatonna,MN,Steele,44.0912,-93.2312,26462
Forest Grove,OR,Washington,45.5243,-123.1097,26406
Carolina Forest,SC,Horry,33.7651,-78.9130,26373
Elk River,MN,Sherburne,45.3314,-93.5670,26367
Elmira,NY,Chemung,42.0938,-76.8097,26349
Woodstock,IL,McHenry,42.3096,-88.4353,26316
Leland,NC,Brunswick,34.2042,-78.0279,26307
Eureka,CA,Humboldt,40.7943,-124.1564,26302
South Pasadena,CA,Los Angeles,34.1103,-118.1573,26297
South Salt Lake,UT,Salt Lake,40.7057,-111.8986,26277
Holbrook,NY,Suffolk,40.7944,-73.0700,26256
Plainview,NY,Nassau,40.7832,-73.4732,26251
Hercules,CA,Contra Costa,38.0064,-122.2564,26245
Lockport,IL,Will,41.5906,-88.0293,26228
Wasco,CA,Kern,35.5938,-119.3671,26222
Wilsonville,OR,Clackamas,45.3109,-122.7702,26183
Elkridge,MD,Howard,39.1941,-76.7428,26183
Fairland,MD,Montgomery,39.0803,-76.9527,26183
Trussville,AL,Jefferson,33.6405,-86.5815,26182
Windsor,CA,Sonoma,38.5422,-122.8089,26179
Austin,MN,Mower,43.6721,-92.9784,26167
East Chicago,IN,Lake,41.6469,-87.4545,26158
Ives Estates,FL,Miami-Dade,25.9632,-80.1830,26154
Oxford,MS,Lafayette,34.3627,-89.5336,26086
Conway,SC,Horry,33.8401,-79.0431,26082
Ridgewood,NJ,Bergen,40.9821,-74.1127,26076
Medina,OH,Medina,41.1358,-81.8695,26040
North Tustin,CA,Orange,33.7636,-117.7947,26038
Cave Spring,VA,Roanoke,37.2254,-80.0072,26014
Chanhassen,MN,Carver,44.8546,-93.5621,26001
Franklin,IN,Johnson,39.4948,-86.0544,25999
Winona,MN,Winona,44.0505,-91.6684,25998
Norfolk,NE,Madison,42.0324,-97.4217,25962
Florence,AZ,Pinal,33.0590,-111.4209,25961
Kuna,ID,Ada,43.4880,-116.3933,25960
Lodi,NJ,Bergen,40.8784,-74.0814,25946
Fish Hawk,FL,Hillsborough,27.8511,-82.2164,25945
Colleyville,TX,Tarrant,32.8913,-97.1486,25906
Imperial Beach,CA,San Diego,32.5693,-117.1180,25897
Moscow,ID,Latah,46.7308,-116.9986,25868
Ballenger Creek,MD,Frederick,39.3807,-77.4206,25866
Terrytown,LA,Jefferson,29.9014,-90.0279,25844
Fort Washington,MD,Prince George's,38.7339,-77.0069,25843
Key West,FL,Monroe,24.5642,-81.7775,25824
Grandview,MO,Jackson,38.8802,-94.5227,25821
Derby,KS,Sedgwick,37.5571,-97.2551,25801
Fort Hood,TX,Coryell,31.1357,-97.7834,25786
El Cerrito,CA,Contra Costa,37.9196,-122.3025,25781
Rockville Centre,NY,Nassau,40.6643,-73.6383,25770
Staunton,VA,Staunton,38.1593,-79.0611,25765
Sebastian,FL,Indian River,27.7822,-80.4819,25759
Allendale,MI,Ottawa,42.9845,-85.9499,25741
Palm City,FL,Martin,27.1735,-80.2862,25699
Columbine,CO,Jefferson,39.5879,-105.0694,25681
Medford,NY,Suffolk,40.8220,-72.9859,25681
Galt,CA,Sacramento,38.2698,-121.3004,25665
Bessemer,AL,Jefferson,33.3712,-86.9728,25655
Pace,FL,Santa Rosa,30.6188,-87.1667,25630
Immokalee,FL,Collier,26.4253,-81.4251,25624
Newberg,OR,Yamhill,45.3075,-122.9601,25622
Starkville,MS,Oktibbeha,33.4608,-88.8297,25611
Inkster,MI,Wayne,42.2935,-83.3148,25602
Moses Lake,WA,Grant,47.1279,-119.2759,25594
South Bradenton,FL,Manatee,27.4612,-82.5822,25585
Nocatee,FL,St. Johns,30.0927,-81.4095,25581
Cliffside Park,NJ,Bergen,40.8222,-73.9879,25580
Happy Valley,OR,Clackamas,45.4358,-122.5081,25572
Xenia,OH,Greene,39.6829,-83.9413,25555
Tarpon Springs,FL,Pinellas,28.1493,-82.7623,25522
Okemos,MI,Ingham,42.7057,-84.4135,25503
Stevens Point,WI,Portage,44.5241,-89.5507,25497
Peekskill,NY,Westchester,41.2884,-73.9227,25484
Salem,VA,Salem,37.2864,-80.0555,25477
Mill Creek East,WA,Snohomish,47.8361,-122.1877,25461
West Whittier-Los Nietos,CA,Los Angeles,33.9759,-118.0689,25459
Bailey's Crossroads,VA,Fairfax,38.8477,-77.1305,25458
Avon Lake,OH,Lorain,41.4944,-82.0159,25456
Reedley,CA,Fresno,36.5988,-119.4471,25446
West Chicago,IL,DuPage,41.8960,-88.2253,25434
Northdale,FL,Hillsborough,28.1058,-82.5263,25420
De Pere,WI,Brown,44.4308,-88.0785,25368
Ottumwa,IA,Wapello,41.0195,-92.4186,25352
Brandon,MS,Rankin,32.2778,-89.9896,25352
Denison,TX,Grayson,33.7672,-96.5808,25347
Corsicana,TX,Navarro,32.0824,-96.4665,25344
Caledonia,WI,Racine,42.7986,-87.8762,25292
Sugar Hill,GA,Gwinnett,34.1080,-84.0558,25285
Mercer Island,WA,King,47.5661,-122.2320,25282
Lafayette,CA,Contra Costa,37.8919,-122.1189,25277
Holt,MI,Ingham,42.6416,-84.5308,25275
Mequon,WI,Ozaukee,43.2352,-87.9839,25259
Dickinson,ND,Stark,46.8918,-102.7925,25216
Hazelwood,MO,St. Louis,38.7931,-90.3899,25214
Norco,CA,Riverside,33.9252,-117.5498,25211
North Laurel,MD,Howard,39.1285,-76.8476,25201
Walker,MI,Kent,42.9853,-85.7446,25201
Dinuba,CA,Tulare,36.5453,-119.3987,25201
Barstow,CA,San Bernardino,34.8661,-117.0471,25198
Carteret,NJ,Middlesex,40.5849,-74.2284,25187
Edgewood,MD,Harford,39.4190,-76.2964,25170
Muskego,WI,Waukesha,42.8860,-88.1291,25156
Simpsonville,SC,Greenville,34.7287,-82.2569,25125
Mountain House,CA,San Joaquin,37.7673,-121.5449,25108
University Park,TX,Dallas,32.8506,-96.7937,25104
Avon,OH,Lorain,41.4485,-82.0187,25082
Perrysburg,OH,Wood,41.5377,-83.6413,25065
Kingsville,TX,Kleberg,27.5094,-97.8610,25061
Bellview,FL,Escambia,30.4620,-87.3120,25051
Dix Hills,NY,Suffolk,40.8033,-73.3375,25042
Newport,RI,Newport,41.4801,-71.3203,25029
King of Prussia,PA,Montgomery,40.0963,-75.3821,25025
Loma Linda,CA,San Bernardino,34.0450,-117.2498,25021
Hastings,NE,Adams,40.5961,-98.3900,25005
Norton Shores,MI,Muskegon,43.1621,-86.2519,25000
Barberton,OH,Summit,41.0095,-81.6037,24977
Romulus,MI,Wayne,42.2237,-83.3660,24951
Farmington,UT,Davis,40.9845,-111.9065,24934
North Augusta,SC,Aiken,33.5214,-81.9547,24928
Auburn Hills,MI,Oakland,42.6735,-83.2448,24911
Riverbank,CA,Stanislaus,37.7260,-120.9433,24881
Seal Beach,CA,Orange,33.7542,-118.0714,24868
Westchase,FL,Hillsborough,28.0597,-82.6110,24818
Centerville,OH,Montgomery,39.6339,-84.1449,24815
Yukon,OK,Canadian,35.5201,-97.7639,24802
Pecan Grove,TX,Fort Bend,29.6235,-95.7330,24798
Fort Dodge,IA,Webster,42.5098,-94.1751,24788
Big Spring,TX,Howard,32.2389,-101.4799,24769
Ardmore,OK,Carter,34.1949,-97.1256,24757
Sandusky,OH,Erie,41.4468,-82.7024,24748
Zanesville,OH,Muskingum,39.9565,-82.0132,24726
Morton Grove,IL,Cook,42.0423,-87.7890,24687
Paris,TX,Lamar,33.6688,-95.5460,24678
San Benito,TX,Cameron,26.1298,-97.6440,24677
Suitland,MD,Prince George's,38.8492,-76.9225,24667
Cloverleaf,TX,Harris,29.7882,-95.1724,24630
Socastee,SC,Horry,33.6871,-79.0086,24629
Belton,MO,Cass,38.8192,-94.5335,24618
Port St. John,FL,Brevard,28.4757,-80.8104,24617
Bainbridge Island,WA,Kitsap,47.6439,-122.5434,24607
Maywood,CA,Los Angeles,33.9886,-118.1877,24593
Wyandotte,MI,Wayne,42.2113,-83.1558,24593
Selma,CA,Fresno,36.5715,-119.6143,24586
Watertown,NY,Jefferson,43.9734,-75.9094,24574
Greenbelt,MD,Prince George's,38.9953,-76.8885,24572
Landover,MD,Prince George's,38.9241,-76.8875,24558
Ridgeland,MS,Madison,32.4236,-90.1481,24548
Kerrville,TX,Kerr,30.0398,-99.1320,24532
Herndon,VA,Fairfax,38.9699,-77.3867,24529
Homer Glen,IL,Will,41.6043,-87.9497,24516
Melrose Park,IL,Cook,41.9030,-87.8636,24513
Belvidere,IL,Boone,42.2543,-88.8649,24510
Pelham,AL,Shelby,33.3114,-86.7573,24510
World Golf Village,FL,St. Johns,29.9654,-81.4896,24485
Fairfax,VA,Fairfax,38.8531,-77.2997,24478
Soledad,CA,Monterey,36.4432,-121.3426,24476
Decatur,GA,DeKalb,33.7711,-84.2963,24470
Saginaw,TX,Tarrant,32.8657,-97.3654,24467
Zion,IL,Lake,42.4603,-87.8511,24466
Faribault,MN,Rice,44.2996,-93.2789,24458
Riverside,OH,Montgomery,39.7835,-84.1219,24432
Benbrook,TX,Tarrant,32.6788,-97.4637,24430
Clinton,IA,Clinton,41.8435,-90.2412,24425
Oak Harbor,WA,Island,48.2964,-122.6333,24396
Oak Ridge,FL,Orange,28.4727,-81.4169,24395
Ponca City,OK,Kay,36.7235,-97.0677,24377
Bloomington,CA,San Bernardino,34.0601,-117.4013,24324
Farragut,TN,Knox,35.8731,-84.1821,24309
Greenfield,IN,Hancock,39.7937,-85.7738,24308
Patterson,CA,Stanislaus,37.4758,-121.1536,24306
Wadsworth,OH,Medina,41.0279,-81.7323,24302
Auburn,ME,Androscoggin,44.0851,-70.2492,24294
Mandan,ND,Morton,46.8290,-100.8870,24293
Palmetto Bay,FL,Miami-Dade,25.6219,-80.3221,24247
South Plainfield,NJ,Middlesex,40.5748,-74.4152,24231
Frederickson,WA,Pierce,47.0916,-122.3603,24219
Westmont,IL,DuPage,41.7948,-87.9742,24201
Johnston,IA,Polk,41.6910,-93.7234,24196
Columbus,NE,Platte,41.4366,-97.3565,24188
Liberty Triangle,FL,Marion,29.0760,-82.2191,24178
West Memphis,AR,Crittenden,35.1530,-90.1996,24147
Lexington,SC,Lexington,33.9890,-81.2202,24132
Nixa,MO,Christian,37.0453,-93.2959,24131
Collinsville,IL,Madison,38.6770,-90.0063,24126
Shelbyville,TN,Bedford,35.4987,-86.4517,24125
Wekiwa Springs,FL,Seminole,28.6984,-81.4251,24109
Emporia,KS,Lyon,38.4028,-96.1932,24098
Fresno,TX,Fort Bend,29.5357,-95.4696,24087
Middletown,DE,New Castle,39.4450,-75.7183,24071
Bay Point,CA,Contra Costa,38.0329,-121.9615,24065
Papillion,NE,Sarpy,41.1511,-96.0665,24063
Coral Terrace,FL,Miami-Dade,25.7464,-80.3049,24051
White Bear Lake,MN,Ramsey,45.0656,-93.0150,24026
Gardner,KS,Johnson,38.8122,-94.9275,24020
Brambleton,VA,Loudoun,38.9803,-77.5323,23999
North Potomac,MD,Montgomery,39.0955,-77.2373,23994
South Elgin,IL,Kane,41.9906,-88.3135,23984
Elmwood Park,IL,Cook,41.9225,-87.8163,23982
Rolling Meadows,IL,Cook,42.0747,-88.0252,23981
Bloomingdale,FL,Hillsborough,27.8784,-82.2624,23979
Solon,OH,Cuyahoga,41.3865,-81.4400,23970
Kingston,NY,Ulster,41.9295,-73.9968,23942
Easley,SC,Pickens,34.8188,-82.5827,23942
Willoughby,OH,Lake,41.6459,-81.4084,23934
Katy,TX,Waller,29.7905,-95.8353,23900
Arnold,MD,Anne Arundel,39.0437,-76.4974,23866
Somerset,NJ,Somerset,40.5083,-74.5010,23851
Raymore,MO,Cass,38.8029,-94.4583,23849
Pickerington,OH,Fairfield,39.8890,-82.7678,23828
Burlington,IA,Des Moines,40.8071,-91.1247,23800
Bayonet Point,FL,Pasco,28.3254,-82.6834,23787
Roseburg,OR,Douglas,43.2231,-123.3520,23773
Webster Groves,MO,St. Louis,38.5866,-90.3544,23771
Belton,TX,Bell,31.0525,-97.4790,23769
Fountain Hills,AZ,Maricopa,33.6073,-111.7398,23768
Highland,IN,Lake,41.5483,-87.4588,23749
Chantilly,VA,Fairfax,38.8868,-77.4453,23744
Munster,IN,Lake,41.5468,-87.5040,23733
San Fernando,CA,Los Angeles,34.2886,-118.4362,23716
Brookings,SD,Brookings,44.3022,-96.7859,23710
Taylors,SC,Greenville,34.9157,-82.3124,23686
Farmington,MN,Dakota,44.6572,-93.1687,23675
North Lynnwood,WA,Snohomish,47.8533,-122.2762,23653
Griffin,GA,Spalding,33.2418,-84.2748,23650
Marshall,TX,Harrison,32.5370,-94.3515,23646
Freeport,IL,Stephenson,42.2891,-89.6346,23636
Fernley,NV,Lyon,39.5627,-119.1906,23631
Cartersville,GA,Bartow,34.1644,-84.8009,23617
